freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,EC1010V,BG005C,2019,1902.0,e,,BG005C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2020,2042.0,e,,BG005C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2021,2778.0,,,BG005C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2022,2218.0,e,,BG005C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2015,3926.0,,,BG006C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2016,3255.0,,,BG006C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2017,2436.0,,,BG006C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2018,1641.0,,,BG006C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2019,1099.0,e,,BG006C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2020,1513.0,e,,BG006C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2021,4252.0,,,BG006C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG006C,2022,1347.0,e,,BG006C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2015,2494.0,,,BG007C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2016,2025.0,,,BG007C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2017,1352.0,,,BG007C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2018,1168.0,,,BG007C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2019,968.0,e,,BG007C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2020,1016.0,e,,BG007C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2021,1772.0,,,BG007C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG007C,2022,706.0,e,,BG007C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2015,3617.0,,,BG008C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2016,3000.0,,,BG008C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2017,2245.0,,,BG008C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2018,1510.0,,,BG008C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2019,1017.0,e,,BG008C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2020,1402.0,e,,BG008C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2021,3990.0,,,BG008C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG008C,2022,1330.0,e,,BG008C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2015,3482.0,,,BG009C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2016,2623.0,,,BG009C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2017,2079.0,,,BG009C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2018,2036.0,,,BG009C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2019,1639.0,e,,BG009C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2020,1764.0,e,,BG009C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2021,3026.0,,,BG009C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG009C,2022,1951.0,e,,BG009C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2015,3589.0,,,BG010C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2016,2697.0,,,BG010C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2017,2111.0,,,BG010C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2018,2054.0,,,BG010C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2019,1651.0,e,,BG010C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2020,1774.0,e,,BG010C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2021,3059.0,,,BG010C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG010C,2022,1769.0,e,,BG010C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2015,3199.0,,,BG011C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2016,2409.0,,,BG011C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2017,1899.0,,,BG011C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2018,1847.0,,,BG011C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2019,1493.0,e,,BG011C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2020,1623.0,e,,BG011C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2021,2244.0,,,BG011C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG011C,2022,1655.0,e,,BG011C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2015,3068.0,,,BG012C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2016,2304.0,,,BG012C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2017,1846.0,,,BG012C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2018,1802.0,,,BG012C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2019,1451.0,e,,BG012C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2020,1567.0,e,,BG012C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2021,2884.0,,,BG012C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG012C,2022,1647.0,e,,BG012C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG013C,2015,2851.0,,,BG013C,BG,,2015,unemployed_total,"Persons unemployed, total"
