STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-08,,4897577,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-11,,2300605,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-12,,2740229,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-01,,1363239,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-02,,1565952,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-03,,2257395,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-04,,2911468,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-05,,4084228,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-06,,5080198,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-07,,5487583,,u,low reliability,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-08,,6222404,,u,low reliability,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-11,,17700164,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-12,,19709559,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-01,,19510118,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-02,,19876181,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-03,,22329886,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-04,,29763626,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-05,,38798137,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-06,,59036969,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-07,,79066124,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-08,,85229731,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-11,,11228,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-12,,14344,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-01,,16996,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-02,,17810,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-03,,16196,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-04,,11932,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-05,,15902,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-06,,19332,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-07,,26238,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-08,,29542,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-11,,561433,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-12,,581159,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-01,,601162,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-02,,684134,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-03,,762656,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-04,,616298,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-05,,727097,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-06,,842228,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-07,,1107833,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-08,,1064118,,e,estimated,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-11,,180789,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2024-12,,183596,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-01,,142375,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-02,,148750,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-03,,185403,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-04,,296678,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-05,,389303,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-06,,396406,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-07,,564590,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LU,Luxembourg,2025-08,,564854,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-11,,299534,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2024-12,,330365,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-01,,257618,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-02,,254371,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-03,,290764,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-04,,342098,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-05,,430005,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-06,,519452,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-07,,741946,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LV,Latvia,2025-08,,706105,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-11,,134573,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2024-12,,81421,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-01,,73867,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-02,,87842,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-03,,127677,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-04,,312141,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-05,,496065,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-06,,735673,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-07,,1040610,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",ME,Montenegro,2025-08,,1061386,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",MK,North Macedonia,2024-11,,131412,,,,,
